339	75	
0	78	S
336	86	D
2	72	
5	65	S
0	89	S
337	45	
7	65	S
325	61	S
272	49	
329	63	S
1	89	S
19	79	
307	73	
179	85	
328	70	D
325	74	D
327	83	D
355	75	
318	71	
320	86	D
33	87	
265	63	
0	85	S
146	89	D
177	75	S
156	71	
179	69	S
138	84	D
143	75	D
156	53	
321	73	D
328	85	D
350	82	
16	64	
9	58	
318	88	D
358	83	S
332	68	D
349	78	
11	76	
29	80	
9	56	S
358	40	
221	78	
335	81	
326	69	D
152	72	
		
		
