2583484.98599 1128945.3281 0
2583532.69424 1128878.52193 0
2583560.47492 1128848.09372 0
2583592.14224 1128809.72914 0
2583600.43719 1128803.81171 0
2583395.11034 1128856.69268 0
2583418.92284 1128860.66143 0
2583460.59471 1128876.53643 0
2583478.45409 1128874.55206 0
2583532.69367 1128878.52081 0
2583570.3968 1128879.84372 0
2583614.71451 1128878.52081 0
2583560.47549 1128848.09484 0
2583569.7359 1128849.41776 0
2583684.00227 1128922.34242 0
2583704.01195 1128933.42297 0
2583758.91242 1128967.15622 0
2583683.34081 1128908.4518 0
2583682.01846 1128972.61437 0
2583686.6481 1129014.28513 0
2583720.38304 1129057.28104 0
2583535.25682 1128791.86977 0
2583651.0126 1128828.25109 0
2583718.17677 1128822.33254 0
2583779.00422 1128817.66664 0
2583812.73859 1128831.55727 0
2583831.92089 1128832.88018 0
2583844.51531 1128837.54608 0
2583852.42609 1128854.04685 0
2583951.3968 1128866.61456 0
2583962.88964 1128869.26039 0
2584071.78221 1128889.10414 0
2584107.77573 1128901.04608 0
2584171.66242 1128912.25518 0
2584200.76659 1128919.53122 0
2584221.76902 1128916.39153 0
2584270.96386 1128909.94008 0
2584280.30752 1128903.49198 0
2584319.25031 1128902.00258 0
2584467.49966 1128972.28253 0
2584567.71117 1128989.15083 0
2584593.59016 1128982.36977 0
2584626.33235 1128990.96872 0
2584676.93391 1128998.24477 0
2584709.92471 1129003.04146 0
2584758.29328 1129010.81247 0
2584820.16635 1129022.75442 0
2584828.98664 1129023.54555 0
2584871.7601 1129026.06171 0
2584889.92349 1129029.99477 0
2584916.38183 1129029.99477 0
2584938.87141 1129032.6406 0
2584966.65266 1129033.96352 0
2585023.53808 1129039.91664 0
2585060.93719 1129045.244 0
2585123.11427 1129049.87421 0
2585134.58039 1129050.99607 0
2585181.3226 1129039.95233 0
2585209.10385 1129030.69192 0
2585239.09081 1129035.12107 0
2585255.62727 1129033.79815 0
2583631.25096 1128854.04685 0
2583673.58486 1128850.74068 0
2583731.79263 1128860.66143 0
2583803.89159 1128873.8906 0
2583844.90257 1128881.82922 0
2583803.89215 1128873.89172 0
2583733.36359 1128839.49477 0
2583776.35839 1128832.88018 0
2583806.53799 1128889.76672 0
2583927.5843 1128871.24477 0
2583951.39736 1128866.61568 0
2583840.2718 1128902.33331 0
2583870.69888 1128905.6406 0
2583922.2932 1128915.56359 0
2583953.65594 1128912.29087 0
2584057.23013 1128912.91664 0
2584092.94888 1128912.25518 0
2583915.67861 1128922.83963 0
2583704.01138 1128933.42185 0
2583705.49966 1128742.42576 0
2583762.49448 1128738.98879 0
2583814.42572 1128752.19226 0
2584005.22297 1128803.11456 0
2584093.19693 1128834.2031 0
2584129.24641 1128836.18747 0
2584178.19432 1128839.49477 0
2584242.24839 1128824.99362 0
2584278.07453 1128830.89581 0
2584316.1351 1128830.27004 0
2584335.97885 1128833.57733 0
2584356.12662 1128834.2031 0
2583994.63964 1128832.21872 0
2584013.16047 1128791.86977 0
2584027.71255 1128764.74997 0
2584056.15526 1128719.10935 0
2584102.37466 1128651.14451 0
2583815.30175 1128733.16534 0
2583892.03091 1128710.67576 0
2583956.85383 1128743.74867 0
2583991.35906 1128747.58775 0
2583565.10513 1128776.65622 0
2583621.99055 1128773.34893 0
2583669.61555 1128740.93747 0
2583748.99055 1128701.24997 0
2583762.38564 1128688.18729 0
2583692.2705 1128689.50909 0
2583762.38508 1128688.18617 0
2583824.56216 1128674.95701 0
2583881.44758 1128674.95701 0
2583930.06477 1128681.57159 0
2583824.56329 1128674.95924 0
2583838.53547 1128647.01039 0
2583849.1188 1128633.11977 0
2583861.02505 1128609.96872 0
2583848.37466 1128693.47784 0
2583621.82518 1128934.24867 0
2583857.30435 1129042.72784 0
2583871.57248 1129054.41806 0
2583895.66893 1129073.81638 0
2583909.55956 1129091.0143 0
2584000.84137 1129170.39042 0
2584010.43195 1129177.33461 0
2584014.06997 1129180.6419 0
2584055.12717 1129215.15243 0
2584114.98915 1129256.16285 0
2584150.04644 1129270.71493 0
2584175.46694 1129280.85508 0
2583551.7106 1129082.41534 0
2583586.56662 1129079.14006 0
2583616.99371 1129074.50985 0
2583651.38954 1129074.50985 0
2583678.04914 1129071.83201 0
2583692.06923 1129069.54892 0
2583700.33746 1129067.89527 0
2583767.34658 1129053.97375 0
