type,length,azimuth,dip_azimuth,dip,kine,aperture,source
Fracture,33,5,,,,,dem
Fracture,170,176,,,,,dem
Fracture,148,116,,,,,dem
Fracture,35,120,,,,,dem
Fracture,92,118,,,,,dem
Fracture,31,79,,,,,dem
Fracture,101,118,,,,,dem
Fracture,22,113,,,,,dem
Fracture,34,117,,,,,dem
Fracture,86,70,,,,,dem
Fracture,16,180,,,,,dem
Fracture,22,57,,,,,dem
Fracture,28,172,,,,,dem
Fracture,79,77,,,,,dem
Fracture,21,176,,,,,dem
Fracture,12,162,,,,,dem
Fracture,79,70,,,,,dem
Fracture,104,71,,,,,dem
Fracture,82,55,,,,,dem
Fracture,139,75,,,,,dem
Fracture,52,63,,,,,dem
Fracture,76,64,,,,,dem
Fracture,45,119,,,,,dem
Fracture,54,11,,,,,dem
Fracture,60,76,,,,,dem
Fracture,16,35,,,,,dem
Fracture,64,62,,,,,dem
Fracture,149,71,,,,,dem
Fracture,129,81,,,,,dem
Fracture,28,79,,,,,dem
Fracture,31,153,,,,,dem
Fracture,25,14,,,,,dem
Fracture,126,80,,,,,dem
Fracture,33,85,,,,,dem
Fracture,54,156,,,,,dem
Fracture,25,174,,,,,dem
Fracture,86,89,,,,,dem
Fracture,74,47,,,,,dem
Fracture,25,125,,,,,dem
Fracture,89,76,,,,,dem
Fracture,54,110,,,,,dem
Fracture,61,70,,,,,dem
Fracture,59,80,,,,,dem
Fracture,59,63,,,,,dem
Fracture,24,167,,,,,dem
Fracture,52,74,,,,,dem
Fracture,84,107,,,,,dem
Fracture,208,75,,,,,dem
Fracture,40,90,,,,,dem
Fracture,29,82,,,,,dem
Fracture,26,89,,,,,dem
Fracture,103,86,,,,,dem
Fracture,21,153,,,,,dem
Fracture,74,90,,,,,dem
Fracture,48,114,,,,,dem
Fracture,60,66,,,,,dem
Fracture,47,91,,,,,dem
Fracture,36,107,,,,,dem
Fracture,69,69,,,,,dem
Fracture,181,71,,,,,dem
Fracture,43,62,,,,,dem
Fracture,122,120,,,,,dem
Fracture,32,94,,,,,dem
Fracture,65,91,,,,,dem
Fracture,101,93,,,,,dem
Fracture,144,73,,,,,dem
Fracture,27,91,,,,,dem
Fracture,39,141,,,,,dem
Fracture,110,70,,,,,dem
Fracture,37,135,,,,,dem
Fracture,62,70,,,,,dem
Fracture,95,84,,,,,dem
Fracture,61,84,,,,,dem
Fracture,33,70,,,,,dem
Fracture,25,6,,,,,dem
Fracture,15,173,,,,,dem
Fracture,36,68,,,,,dem
Fracture,66,100,,,,,dem
Fracture,85,87,,,,,dem
Fracture,72,116,,,,,dem
Fracture,30,71,,,,,dem
Fracture,38,3,,,,,dem
Fracture,187,73,,,,,dem
Fracture,41,104,,,,,dem
Fracture,14,3,,,,,dem
Fracture,35,173,,,,,dem
Fracture,55,84,,,,,dem
Fracture,87,91,,,,,dem
Fracture,64,59,,,,,dem
Fracture,50,61,,,,,dem
Fracture,242,59,,,,,dem
Fracture,64,67,,,,,dem
Fracture,50,74,,,,,dem
Fracture,31,47,,,,,dem
Fracture,81,109,,,,,dem
Fracture,170,60,,,,,dem
Fracture,281,89,,,,,dem
Fracture,18,3,,,,,dem
Fracture,70,74,,,,,dem
Fracture,127,65,,,,,dem
Fracture,195,52,,,,,dem
Fracture,134,78,,,,,dem
Fracture,56,130,,,,,dem
Fracture,130,50,,,,,dem
Fracture,114,64,,,,,dem
Fracture,38,73,,,,,dem
Fracture,44,52,,,,,dem
Fracture,32,63,,,,,dem
Fracture,21,56,,,,,dem
Fracture,30,87,,,,,dem
Fracture,21,68,,,,,dem
Fracture,46,19,,,,,dem
Fracture,86,169,,,,,dem
Fracture,76,65,,,,,dem
Fracture,44,60,,,,,dem
Fracture,17,61,,,,,dem
Fracture,28,130,,,,,dem
Fracture,34,58,,,,,dem
Fracture,109,90,,,,,dem
Fracture,59,63,,,,,dem
Fracture,86,96,,,,,dem
Fracture,69,119,,,,,dem
Fracture,53,9,,,,,dem
Fracture,95,158,,,,,dem
Fracture,49,173,,,,,dem
Fracture,38,129,,,,,dem
Fracture,20,174,,,,,dem
Fracture,44,70,,,,,dem
Fracture,39,120,,,,,dem
Fracture,37,116,,,,,dem
Fracture,22,14,,,,,dem
Fracture,22,158,,,,,dem
Fracture,49,168,,,,,dem
Fracture,44,99,,,,,dem
Fracture,58,162,,,,,dem
Fracture,106,170,,,,,dem
Fracture,14,175,,,,,dem
Fracture,123,100,,,,,dem
Fracture,52,170,,,,,dem
Fracture,39,96,,,,,dem
Fracture,73,170,,,,,dem
Fracture,72,106,,,,,dem
Fracture,9,126,,,,,dem
Fracture,30,106,,,,,dem
Fracture,24,162,,,,,dem
Fracture,38,45,,,,,dem
Fracture,8,160,,,,,dem
Fracture,56,141,,,,,dem
Fracture,98,175,,,,,dem
Fracture,17,178,,,,,dem
Fracture,40,123,,,,,dem
Fracture,61,61,,,,,dem
Fracture,33,176,,,,,dem
Fracture,21,83,,,,,dem
Fracture,58,95,,,,,dem
Fracture,53,180,,,,,dem
Fracture,86,95,,,,,dem
Fracture,58,91,,,,,dem
Fracture,45,95,,,,,dem
Fracture,66,105,,,,,dem
Fracture,29,175,,,,,dem
Fracture,51,4,,,,,dem
Fracture,83,69,,,,,dem
Fracture,56,73,,,,,dem
Fracture,34,70,,,,,dem
Fracture,74,68,,,,,dem
Fracture,152,71,,,,,dem
Fracture,52,101,,,,,dem
Fracture,43,67,,,,,dem
Fracture,30,53,,,,,dem
Fracture,141,81,,,,,dem
Fracture,20,104,,,,,dem
Fracture,35,144,,,,,dem
Fracture,49,66,,,,,dem
Fracture,34,68,,,,,dem
Fracture,57,163,,,,,dem
Fracture,30,25,,,,,dem
Fracture,16,68,,,,,dem
Fracture,15,2,,,,,dem
Fracture,94,160,,,,,dem
Fracture,102,101,,,,,dem
Fracture,70,126,,,,,dem
Fracture,37,69,,,,,dem
Fracture,47,57,,,,,dem
Fracture,14,50,,,,,dem
Fracture,19,35,,,,,dem
Fracture,27,64,,,,,dem
Fracture,43,174,,,,,dem
Fracture,161,167,,,,,dem
Fracture,36,121,,,,,dem
Fracture,59,166,,,,,dem
Fracture,53,63,,,,,dem
Fracture,68,80,,,,,dem
Fracture,79,83,,,,,dem
Fracture,15,95,,,,,dem
Fracture,35,171,,,,,dem
Fracture,19,107,,,,,dem
Fracture,49,127,,,,,dem
Fracture,66,139,,,,,dem
Fracture,103,123,,,,,dem
Fracture,50,118,,,,,dem
Fracture,38,129,,,,,dem
Fracture,18,94,,,,,dem
Fracture,44,89,,,,,dem
Fracture,52,134,,,,,dem
Fracture,23,156,,,,,dem
Fracture,34,150,,,,,dem
Fracture,25,166,,,,,dem
Fracture,46,112,,,,,dem
Fracture,57,112,,,,,dem
Fracture,78,118,,,,,dem
Fracture,51,130,,,,,dem
Fracture,16,86,,,,,dem
Fracture,68,101,,,,,dem
Fracture,136,59,,,,,dem
Fracture,12,120,,,,,dem
Fracture,28,132,,,,,dem
Fracture,33,96,,,,,dem
Fracture,29,119,,,,,dem
Fracture,28,103,,,,,dem
Fracture,24,112,,,,,dem
Fracture,32,30,,,,,dem
Fracture,16,155,,,,,dem
Fracture,16,136,,,,,dem
Fracture,85,139,,,,,dem
Fracture,45,102,,,,,dem
Fracture,40,116,,,,,dem
Fracture,48,67,,,,,dem
Fracture,46,177,,,,,dem
Fracture,29,174,,,,,dem
Fracture,17,81,,,,,dem
Fracture,31,96,,,,,dem
Fracture,166,180,,,,,dem
Fracture,74,75,,,,,dem
Fracture,29,87,,,,,dem
Fracture,47,173,,,,,dem
Fracture,50,160,,,,,dem
Fracture,62,145,,,,,dem
Fracture,38,159,,,,,dem
Fracture,36,101,,,,,dem
Fracture,53,76,,,,,dem
Fracture,108,0,,,,,dem
Fracture,34,96,,,,,dem
Fracture,67,165,,,,,dem
Fracture,21,141,,,,,dem
Fracture,56,165,,,,,dem
Fracture,167,179,,,,,dem
Fracture,27,158,,,,,dem
Fracture,19,175,,,,,dem
Fracture,64,174,,,,,dem
Fracture,147,68,,,,,dem
Fracture,43,74,,,,,dem
Fracture,10,16,,,,,dem
Fracture,52,170,,,,,dem
Fracture,66,160,,,,,dem
Fracture,30,174,,,,,dem
Fracture,26,145,,,,,dem
Fracture,64,166,,,,,dem
Fracture,32,164,,,,,dem
Fracture,36,80,,,,,dem
Fracture,55,51,,,,,dem
Fracture,56,7,,,,,dem
Fracture,28,23,,,,,dem
Fracture,20,109,,,,,dem
Fracture,71,120,,,,,dem
Fracture,68,60,,,,,dem
Fracture,10,146,,,,,dem
Fracture,32,114,,,,,dem
Fracture,65,108,,,,,dem
Fracture,35,103,,,,,dem
Fracture,43,108,,,,,dem
Fracture,37,125,,,,,dem
Fracture,13,133,,,,,dem
Fracture,41,151,,,,,dem
Fracture,30,119,,,,,dem
Fracture,48,172,,,,,dem
Fracture,129,59,,,,,dem
Fracture,28,111,,,,,dem
Fracture,74,86,,,,,dem
Fracture,71,59,,,,,dem
Fracture,78,53,,,,,dem
Fracture,16,118,,,,,dem
Fracture,35,78,,,,,dem
Fracture,27,96,,,,,dem
Fracture,26,179,,,,,dem
Fracture,21,153,,,,,dem
Fracture,51,92,,,,,dem
Fracture,16,102,,,,,dem
Fracture,25,108,,,,,dem
Fracture,14,73,,,,,dem
Fracture,136,123,,,,,dem
Fracture,135,119,,,,,dem
Fracture,35,95,,,,,dem
Fracture,134,116,,,,,dem
Fracture,156,96,,,,,dem
Fracture,111,129,,,,,dem
Fracture,21,91,,,,,dem
Fracture,46,45,,,,,dem
Fracture,9,100,,,,,dem
Fracture,46,99,,,,,dem
Fracture,56,106,,,,,dem
Fracture,61,98,,,,,dem
Fracture,46,126,,,,,dem
Fracture,55,100,,,,,dem
Fracture,30,69,339,75,,,cloud
Fracture,27,90,0,78,S,,cloud
Fracture,44,66,336,86,D,,cloud
Fracture,125,92,2,72,,,cloud
Fracture,20,95,5,65,S,,cloud
Fracture,23,90,0,89,S,,cloud
Fracture,5,67,337,45,,,cloud
Fracture,18,97,7,65,S,,cloud
Fracture,42,55,325,61,S,,cloud
Fracture,25,2,272,49,,,cloud
Fracture,45,59,329,63,S,,cloud
Fracture,,91,1,89,S,,cloud
Fracture,23,109,19,79,,,cloud
Fracture,40,37,307,73,,,cloud
Fracture,,89,179,85,,,cloud
Fracture,12,58,328,70,D,,cloud
Fracture,45,55,325,74,D,,cloud
Fracture,123,57,327,83,D,,cloud
Fracture,40,85,355,75,,,cloud
Fracture,80,48,318,71,,,cloud
Fracture,156,50,320,86,D,,cloud
Fracture,38,123,33,87,,,cloud
Fracture,12,175,265,63,,,cloud
Fracture,40,90,0,85,S,,cloud
Fracture,45,56,146,89,D,,cloud
Fracture,35,87,177,75,S,,cloud
Fracture,12,66,156,71,,,cloud
Fracture,48,89,179,69,S,,cloud
Fracture,18,48,138,84,D,,cloud
Fracture,38,53,143,75,D,,cloud
Fracture,4,66,156,53,,,cloud
Fracture,98,51,321,73,D,,cloud
Fracture,61,58,328,85,D,,cloud
Fracture,28,80,350,82,,,cloud
Fracture,10,106,16,64,,,cloud
Fracture,7,99,9,58,,,cloud
Fracture,24,48,318,88,D,,cloud
Fracture,30,88,358,83,S,,cloud
Fracture,15,62,332,68,D,,cloud
Fracture,35,79,349,78,,,cloud
Fracture,30,101,11,76,,,cloud
Fracture,20,119,29,80,,,cloud
Fracture,9,99,9,56,S,,cloud
Fracture,4,88,358,40,,,cloud
Fracture,8,131,221,78,,,cloud
Fracture,30,65,335,81,,,cloud
Fracture,18,56,326,69,D,,cloud
Fracture,25,62,152,72,,,cloud
 Fault,,90,0,70,,,field
 Fault,,95,5,80,,,field
 Fault,,99,9,85,,,field
 Fault,,100,10,80,,,field
 Fault,,100,10,80,,,field
 Fault,,101,11,89,,,field
 Fault,,102,12,89,,,field
 Fault,,102,12,75,,,field
 Fault,,105,15,85,,,field
 Fault,,107,17,70,,,field
 Fault,,109,19,79,,,field
 Fault,,110,20,80,,,field
 Fault,,110,20,85,,,field
 Fault,,112,22,80,,,field
 Fault,,115,25,80,,,field
 Fault,,120,30,70,,,field
 Fault,,120,30,78,,,field
 Fault,,130,40,60,,,field
 Fault,,133,43,89,,,field
 Fault,,135,45,86,,,field
 Fault,,135,45,85,,,field
 Fault,,137,47,87,,,field
 Fault,,148,58,85,,,field
 Fault,,150,60,90,,,field
 Fault,,150,60,70,,,field
 Fault,,35,125,85,,,field
 Fault,,40,130,85,,,field
 Fault,,45,135,70,,,field
 Fault,,50,140,80,,,field
 Fault,,60,150,70,,,field
 Fault,,80,170,80,,,field
 Fault,,85,175,65,,,field
 Fault,,85,175,85,,,field
 Fault,,89,179,60,,,field
 Fault,,90,180,60,,,field
 Fault,,95,185,85,,,field
 Fault,,96,186,89,,,field
 Fault,,98,188,80,,,field
 Fault,,100,190,65,,,field
 Fault,,100,190,80,,,field
 Fault,,100,190,85,,,field
 Fault,,102,192,70,,,field
 Fault,,110,200,60,,,field
 Fault,,110,200,75,,,field
 Fault,,110,200,72,,,field
 Fault,,115,205,85,,,field
 Fault,,125,215,80,,,field
 Fault,,140,230,50,,,field
 Fault,,158,248,80,,,field
 Fault,,160,250,87,,,field
 Fault,,169,259,80,,,field
 Fault,,180,270,75,,,field
 Fault,,30,300,89,,,field
 Fault,,40,310,82,,,field
 Fault,,40,310,85,,,field
 Fault,,50,320,70,,,field
 Fault,,50,320,75,,,field
 Fault,,50,320,87,,,field
 Fault,,52,322,80,,,field
 Fault,,55,325,60,,,field
 Fault,,60,330,73,,,field
 Fault,,70,340,80,,,field
 Fault,,72,342,68,,,field
 Fault,,75,345,80,,,field
 Fault,,75,345,75,,,field
 Fault,,80,350,52,,,field
 Fault,,88,358,89,,,field
 Fault,,42,132,84,,,field
 Fault,,50,140,84,,,field
 Fault,,68,158,50,,,field
 Fault,,93,183,75,,,field
 Fault,,35,305,83,,,field
 Fault,,39,309,70,,,field
 Fault,,46,316,79,,,field
 Fault,,49,319,85,,,field
 Fault,,51,321,87,,,field
 Joint,,133,43,83,,,field
 Joint,,141,231,86,,,field
 Joint,,138,228,85,,,field
 Joint,,137,227,77,,,field
 Fault,,99,9,80,D,,field
 Fault,,62,332,73,,,field
 Fault,,106,196,89,,,field
 Joint,,61,331,71,,,field
 Joint,,133,223,72,,,field
 Joint,,132,222,84,,,field
 Fault,,101,11,89,S,,field
 Fault,,77,347,75,S,,field
 Fault,,58,328,80,,,field
 Fault,,62,152,73,,,field
 Fault,,146,56,72,,,field
 Joint,,54,324,84,,,field
 Joint,,54,324,83,,,field
 Joint,,142,52,87,,,field
 Joint,,55,325,79,,,field
 Joint,,81,351,68,,,field
 Fault,,132,222,70,,,field
 Joint,,151,241,80,,,field
 Fault,,109,199,87,D,,field
 Joint,,148,238,81,,,field
 Fault,,137,47,87,S,,field
 Fault,,122,212,87,,,field
 Fault,,100,10,81,,,field
 Joint,,117,27,81,,,field
 Joint,,105,195,80,,,field
 Fault,,127,37,70,S,,field
 Fault,,88,358,67,,,field
 Joint,,142,232,76,,,field
 Joint,,133,223,79,,,field
 Fault,,143,233,80,S,,field
 Joint,,145,235,73,,,field
 Fault,,144,234,84,S,,field
 Fault,,163,73,79,S,,field
 Fault,,50,320,79,,,field
 Joint,,92,182,62,,,field
 Joint,,169,259,75,,,field
 Joint,,154,64,88,,,field
 Joint,,166,76,77,,,field
 Fault,,169,259,85,S,,field
 Joint,,138,48,88,,,field
 Joint,,146,236,76,,,field
 Fault,,130,40,87,S,,field
 Fault,,167,257,72,D,,field
 Fault,,137,227,88,D,,field
 Joint,,59,329,85,,,field
 Joint,,15,105,83,,,field
 Fault,,87,357,54,S,,field
 Fault,,80,350,66,,,field
 Joint,,83,353,66,,,field
 Fault,,51,321,60,N,,field
 Joint,,64,154,86,,,field
 Joint,,147,237,70,,,field
 Joint,,165,255,72,,,field
 Fault,,167,257,75,S,,field
 Joint,,16,286,79,,,field
 Joint,,114,24,82,,,field
 Joint,,149,239,79,,,field
 Joint,,99,9,71,,,field
 Fault,,125,215,80,D,,field
 Joint,,26,296,71,,,field
 Fault,,123,213,77,D,,field
 Fault,,125,215,89,R,,field
 Fault,,70,160,52,R,,field
 Joint,,40,130,73,,,field
 Fault,,4,274,65,S,,field
 Fault,,89,179,87,,,field
 Fault,,169,79,71,N,,field
 Fault,,30,300,78,D,,field
 Fault,,63,153,71,D,,field
 Fault,,43,313,76,,,field
 Fault,,54,324,69,D,,field
 Fault,,31,121,81,D,,field
 Fault,,53,323,77,D,,field
 Fault,,76,346,74,D,,field
 Fault,,75,165,88,,,field
 Fault,,111,201,75,S,,field
 Fault,,94,184,88,,,field
 Fault,,55,145,82,D,,field
 Fault,,165,255,73,S,,field
 Fault,,96,186,78,D,,field
 Joint,,19,289,88,,,field
 Fault,,113,203,71,,,field
 Fault,,103,13,75,D,,field
 Fault,,103,13,74,,,field
 Fault,,97,187,65,D,,field
 Fault,,95,185,68,D,,field
 Fault,,96,186,74,D,,field
 Fault,,83,173,77,D,,field
 Fault,,45,315,67,,,field
 Fault,,166,256,74,S,,field
 Fault,,89,359,84,D,,field
 Joint,,132,222,74,,,field
 Fault,,93,183,78,,,field
 Fault,,61,331,77,D,,field
 Joint,,124,214,76,,,field
 Joint,,12,102,89,,,field
 Joint,,63,153,62,,,field
 Fault,,135,225,85,S,,field
 Joint,,141,231,48,,,field
 Fault,,135,225,85,D,,field
 Fault,,75,165,48,R,,field
 Fault,,68,158,51,,,field
 Fault,,71,161,58,R,,field
 Fault,,50,140,55,S,,field
 Fault,,60,330,87,D,,field
 Fault,,41,311,72,,,field
 Fault,,37,127,82,D,,field
 Joint,,117,27,82,,,field
 Fault,,163,73,70,,,field
 Fault,,154,64,68,S,,field
 Fault,,163,73,89,N,,field
 Fault,,3,273,50,,,field
Vein,,165,255,55,,,scan
Fracture,,110,200,70,,0.5,scan
Vein,,165,255,55,,,scan
Fracture,,100,10,75,,0.6,scan
Vein,,165,255,55,,,scan
Fracture,,140,230,87,,0.3,scan
Vein,,170,260,70,,,scan
Fracture,,80,170,72,,0.1,scan
Fracture,,140,50,82,,0.3,scan
Fracture,,140,50,82,,0.3,scan
Vein,,165,255,55,,0.4,scan
Vein,,165,255,55,,0.4,scan
Vein,,180,90,75,,0.2,scan
Vein,,170,260,70,,0.2,scan
Vein,,170,260,70,,0.2,scan
Vein,,170,260,70,,0.2,scan
Vein,,170,260,70,,0.2,scan
Vein,,180,90,75,,0.1,scan
Vein,,180,90,75,,0.1,scan
Fracture,,110,20,75,,0.1,scan
Vein,,180,90,75,,,scan
Vein,,180,90,75,,,scan
Fracture,,120,210,72,,0.1,scan
Vein,,180,90,75,,,scan
Fracture,,120,210,72,,0.1,scan
Fracture,,120,210,72,,0.1,scan
Fracture,,135,45,70,,0.1,scan
Vein,,180,90,75,,0.1,scan
Fracture,,160,70,75,,0.05,scan
Fracture,,125,215,90,,0.05,scan
Vein,,180,90,75,,0.1,scan
Vein,,180,90,75,,0.1,scan
Fracture,,110,200,90,,0.2,scan
Vein,,180,90,75,,0.1,scan
Vein,,180,90,75,,0.1,scan
Fracture,,140,230,85,,0.1,scan
Fracture,,110,20,60,,0.5,scan
Vein,,62,152,75,,0.4,scan
Vein,,62,152,75,,0.4,scan
Vein,,62,152,75,,0.4,scan
Vein,,62,152,75,,0.4,scan
Vein,,180,90,75,,0.1,scan
Fracture,,88,178,80,,0.3,scan
Fracture,,135,225,70,,0.5,scan
Vein,,160,70,60,,,scan
Vein,,160,70,60,,,scan
Vein,,140,230,80,,0.5,scan
Fracture,,110,200,70,,,scan
Fracture,,110,200,70,,,scan
Fracture,,110,200,70,,,scan
Fracture,,110,200,70,,,scan
Fracture,,110,200,70,,,scan
Fracture,,110,200,70,,,scan
Fracture,,140,230,70,,,scan
Fracture,,140,230,70,,,scan
Fracture,,140,230,70,,,scan
,,,,,,,
Vein,,160,70,90,,,scan
,,,,,,,
,,,,,,,
Fracture,,110,200,70,,,scan
Fracture,,105,15,80,,0.3,scan
,,,,,,,
Fracture,,110,20,80,,,scan
Fracture,,110,20,80,,,scan
Fracture,,130,40,80,,,scan
Fracture,,130,40,80,,,scan
Fracture,,130,40,80,,,scan
Fracture,,105,15,80,,,scan
,,,,,,,
Fracture,,105,15,80,,,scan
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Fracture,,99,9,82,,,scan
Fracture,,140,230,80,,,scan
Fracture,,140,230,80,,5,scan
Fracture,,140,230,80,,0.1,scan
Fracture,,99,9,82,,0.1,scan
,,,,,,,
Fracture,,140,230,80,,,scan
Fracture,,140,230,80,,,scan
Fracture,,140,230,80,,1,scan
Fracture,,105,195,85,,0.1,scan
Fracture,,105,195,85,,0.1,scan
Fracture,,147,57,89,,,scan
Vein,,160,70,90,,,scan
Fracture,,147,57,89,,,scan
Fracture,,147,57,89,,,scan
Fracture,,147,57,89,,,scan
Fracture,,129,219,85,,,scan
Fracture,,147,57,89,,,scan
Vein,,155,245,80,,0.1,scan
Fracture,,138,228,75,,,scan
Fracture,,145,235,90,,,scan
Fracture,,100,10,90,,,scan
Fracture,,145,235,84,,,scan
Fracture,,105,15,80,,,scan
Fracture,,100,10,90,,,scan
Fracture,,105,15,80,,,scan
Fracture,,105,15,80,,,scan
Fracture,,105,15,80,,,scan
Fracture,,150,240,85,,,scan
Fracture,,130,220,87,,,scan
Fracture,,130,220,87,,,scan
Fracture,,130,220,87,,,scan
Fracture,,150,240,85,,,scan
Fracture,,130,220,87,,,scan
Fracture,,130,220,87,,,scan
Fracture,,155,245,87,,,scan
Fracture,,160,250,87,,,scan
Fracture,,160,250,87,,,scan
Fracture,,140,50,87,,10,scan
Fracture,,138,48,85,,10,scan
Fracture,,138,48,85,,,scan
Fracture,,138,48,85,,,scan
Fracture,,138,48,85,,,scan
Fracture,,110,200,89,,,scan
Fracture,,110,200,89,,,scan
Fracture,,110,200,89,,,scan
Fracture,,120,210,90,,,scan
Fracture,,120,210,90,,,scan
Fracture,,120,210,90,,,scan
Fracture,,112,202,85,,,scan
Fracture,,135,225,85,,,scan
Fracture,,110,200,85,,,scan
Fracture,,110,200,85,,0.1,scan
Fracture,,130,220,80,,,scan
Fracture,,130,220,80,,,scan
Fracture,,130,220,80,,,scan
Fracture,,130,220,80,,0.1,scan
Fracture,,130,220,80,,,scan
Fracture,,130,220,80,,,scan
Fracture,,133,43,85,,,scan
Fracture,,133,43,85,,,scan
Fracture,,110,200,85,,,scan
Fracture,,180,90,85,,,scan
Fracture,,180,90,85,,,scan
Fracture,,119,29,85,,,scan
Fracture,,119,29,85,,,scan
Fracture,,155,245,90,,,scan
Fracture,,165,255,75,,,scan
Fracture,,165,255,75,,,scan
Fracture,,110,20,85,,,scan
Fracture,,110,20,85,,,scan
Fracture,,110,20,85,,,scan
Fracture,,110,20,85,,3,scan
Fracture,,110,20,85,,,scan
Fracture,,110,20,85,,,scan
Fracture,,110,20,85,,,scan
Fracture,,110,20,85,,,scan
Fracture,,110,20,85,,,scan
Fracture,,110,20,85,,,scan
Fracture,,130,220,90,,,scan
Fracture,,130,220,90,,,scan
Fracture,,130,220,90,,,scan
Fracture,,130,220,90,,,scan
Fracture,,130,220,90,,,scan
Fracture,,130,220,90,,,scan
Fracture,,100,190,80,,,scan
Fracture,,100,190,80,,,scan
Fracture,,152,242,90,,,scan
Fracture,,152,242,90,,,scan
Fracture,,152,242,90,,,scan
Fracture,,152,242,90,,,scan
Fracture,,152,242,90,,,scan
Fracture,,152,242,90,,,scan
Fracture,,152,242,90,,,scan
Fracture,,115,25,83,,0.4,scan
Fracture,,105,15,90,,,scan
Fracture,,135,225,85,,,scan
Fracture,,150,240,85,,,scan
Fracture,,105,15,90,,,scan
Fracture,,135,225,85,,,scan
Fracture,,170,80,80,,,scan
Fracture,,150,240,85,,,scan
Fracture,,170,80,80,,,scan
Fracture,,130,40,90,,,scan
Fracture,,130,40,90,,,scan
Fracture,,130,40,90,,,scan
Fracture,,130,40,90,,,scan
Fracture,,130,40,90,,,scan
Fracture,,130,40,90,,,scan
Fracture,,110,20,70,,,scan
Fracture,,170,80,75,,,scan
Fracture,,155,245,85,,,scan
Fracture,,155,245,85,,,scan
Fracture,,140,50,87,,,scan
Fracture,,130,40,85,,0.35,scan
Fracture,,130,40,85,,,scan
Fracture,,130,40,85,,,scan
Fracture,,130,40,85,,,scan
Fracture,,130,40,85,,,scan
Fracture,,145,55,80,,,scan
