type,length,azimuth,dip_azimuth,dip,kine,aperture,source
Fracture,28,120,,,,,dem
Fracture,104,134,,,,,dem
Fracture,27,130,,,,,dem
Fracture,37,131,,,,,dem
Fracture,76,97,,,,,dem
Fracture,30,139,,,,,dem
Fracture,39,103,,,,,dem
Fracture,38,77,,,,,dem
Fracture,85,88,,,,,dem
Fracture,13,66,,,,,dem
Fracture,38,57,,,,,dem
Fracture,45,72,,,,,dem
Fracture,26,38,,,,,dem
Fracture,35,8,,,,,dem
Fracture,160,69,,,,,dem
Fracture,12,84,,,,,dem
Fracture,63,88,,,,,dem
Fracture,84,111,,,,,dem
Fracture,41,122,,,,,dem
Fracture,56,46,,,,,dem
Fracture,92,53,,,,,dem
Fracture,18,126,,,,,dem
Fracture,21,62,,,,,dem
Fracture,111,178,,,,,dem
Fracture,71,128,,,,,dem
Fracture,29,178,,,,,dem
Fracture,37,104,,,,,dem
Fracture,34,87,,,,,dem
Fracture,47,74,,,,,dem
Fracture,96,131,,,,,dem
Fracture,60,114,,,,,dem
Fracture,75,103,,,,,dem
Fracture,17,103,,,,,dem
Fracture,46,83,,,,,dem
Fracture,72,120,,,,,dem
Fracture,85,103,,,,,dem
Fracture,31,75,,,,,dem
Fracture,24,111,,,,,dem
Fracture,33,134,,,,,dem
Fracture,79,79,,,,,dem
Fracture,31,98,,,,,dem
Fracture,42,77,,,,,dem
Fracture,35,39,,,,,dem
Fracture,47,134,,,,,dem
Fracture,79,77,,,,,dem
Fracture,75,98,,,,,dem
Fracture,49,38,,,,,dem
Fracture,47,63,,,,,dem
Fracture,28,33,,,,,dem
Fracture,49,30,,,,,dem
Fracture,59,82,,,,,dem
Fracture,49,108,,,,,dem
Fracture,53,65,,,,,dem
Fracture,144,89,,,,,dem
Fracture,71,47,,,,,dem
Fracture,24,139,,,,,dem
Fracture,54,19,,,,,dem
Fracture,95,39,,,,,dem
Fracture,43,57,,,,,dem
Fracture,31,76,,,,,dem
Fracture,95,124,,,,,dem
Fracture,29,4,,,,,dem
Fracture,34,30,,,,,dem
Fracture,31,134,,,,,dem
Fracture,39,125,,,,,dem
Fracture,29,130,,,,,dem
Fracture,65,104,,,,,dem
Fracture,186,133,,,,,dem
Fracture,100,110,,,,,dem
Fracture,87,100,,,,,dem
Fracture,77,84,,,,,dem
Fracture,36,100,,,,,dem
Fracture,34,100,,,,,dem
Fracture,73,112,,,,,dem
Fracture,146,78,,,,,dem
Fracture,66,49,,,,,dem
Fracture,67,81,,,,,dem
Fracture,56,80,,,,,dem
Fracture,65,72,,,,,dem
Fracture,54,96,,,,,dem
Fracture,44,94,,,,,dem
Fracture,103,93,,,,,dem
Fracture,118,91,,,,,dem
Fracture,23,74,,,,,dem
Fracture,63,115,,,,,dem
Fracture,18,77,,,,,dem
Fracture,24,79,,,,,dem
Fracture,14,41,,,,,dem
Fracture,34,169,,,,,dem
Fracture,19,110,,,,,dem
Fracture,16,112,,,,,dem
Fracture,27,106,,,,,dem
Fracture,34,144,,,,,dem
Fracture,31,138,,,,,dem
Fracture,125,148,,,,,dem
Fracture,38,91,,,,,dem
Fracture,57,112,,,,,dem
Fracture,26,96,,,,,dem
Fracture,26,22,,,,,dem
Fracture,28,163,,,,,dem
Fracture,59,97,,,,,dem
Fracture,27,161,,,,,dem
Fracture,14,162,,,,,dem
Fracture,10,56,,,,,dem
Fracture,11,126,,,,,dem
Fracture,45,148,,,,,dem
Fracture,55,142,,,,,dem
Fracture,85,115,,,,,dem
Fracture,87,40,,,,,dem
Fracture,39,98,,,,,dem
Fracture,28,82,,,,,dem
Fracture,69,67,,,,,dem
Fracture,58,60,,,,,dem
Fracture,27,133,,,,,dem
Fracture,33,66,,,,,dem
Fracture,90,91,,,,,dem
Fracture,36,6,,,,,dem
Fracture,18,69,,,,,dem
Fracture,60,47,,,,,dem
Fracture,38,62,,,,,dem
Fracture,94,126,,,,,dem
Fracture,41,75,,,,,dem
Fracture,40,61,,,,,dem
Fracture,30,73,,,,,dem
Fracture,87,69,,,,,dem
Fracture,82,105,,,,,dem
Fracture,60,108,,,,,dem
Fracture,97,91,,,,,dem
Fracture,66,88,,,,,dem
Fracture,56,78,,,,,dem
Fracture,79,114,,,,,dem
Fracture,35,122,,,,,dem
Fracture,68,86,,,,,dem
Fracture,67,90,,,,,dem
Fracture,131,105,,,,,dem
Fracture,76,103,,,,,dem
Fracture,93,110,,,,,dem
Fracture,43,128,,,,,dem
Fracture,79,134,,,,,dem
Fracture,112,120,,,,,dem
Fracture,72,45,,,,,dem
Fracture,38,133,,,,,dem
Fracture,246,41,,,,,dem
Fracture,124,92,,,,,dem
Fracture,43,86,,,,,dem
Fracture,198,110,,,,,dem
Fracture,16,32,,,,,dem
Fracture,166,84,,,,,dem
Fracture,82,130,,,,,dem
Fracture,24,152,,,,,dem
Fracture,76,116,,,,,dem
Fracture,19,128,,,,,dem
Fracture,58,133,,,,,dem
Fracture,40,113,,,,,dem
Fracture,29,118,,,,,dem
Fracture,31,79,,,,,dem
Fracture,61,106,,,,,dem
Fracture,71,126,,,,,dem
Fracture,191,54,,,,,dem
Fracture,31,108,,,,,dem
Fracture,44,81,,,,,dem
Fracture,31,96,,,,,dem
Fracture,443,77,,,,,dem
Fracture,24,154,,,,,dem
Fracture,70,28,,,,,dem
Fracture,25,25,,,,,dem
Fracture,242,61,,,,,dem
Fracture,18,33,,,,,dem
Fracture,188,39,,,,,dem
Fracture,109,67,,,,,dem
Fracture,37,60,,,,,dem
Fracture,41,12,,,,,dem
Fracture,128,80,,,,,dem
Fracture,104,82,,,,,dem
Fracture,26,95,,,,,dem
Fracture,27,55,,,,,dem
Fracture,190,50,,,,,dem
Fracture,82,63,,,,,dem
Fracture,131,45,,,,,dem
Fracture,28,58,,,,,dem
Fracture,64,109,,,,,dem
Fracture,64,64,,,,,dem
Fracture,45,40,,,,,dem
Fracture,32,73,,,,,dem
Fracture,58,133,,,,,dem
Fracture,61,53,,,,,dem
Fracture,25,76,,,,,dem
Fracture,48,133,,,,,dem
Fracture,51,41,,,,,dem
Fracture,32,41,,,,,dem
Fracture,19,12,,,,,dem
Fracture,15,8,,,,,dem
Fracture,26,66,,,,,dem
Fracture,55,125,,,,,dem
Fracture,86,55,,,,,dem
Fracture,51,60,,,,,dem
Fracture,68,56,,,,,dem
Fracture,46,69,,,,,dem
Fracture,33,40,,,,,dem
Fracture,168,97,,,,,dem
Fracture,183,89,,,,,dem
Fracture,84,14,,,,,dem
Fracture,15,63,,,,,dem
Fracture,37,117,,,,,dem
Fracture,117,120,,,,,dem
Fracture,57,119,,,,,dem
Fracture,45,109,,,,,dem
Fracture,40,122,,,,,dem
Fracture,37,24,,,,,dem
Fracture,16,53,,,,,dem
Fracture,35,145,,,,,dem
Fracture,64,140,,,,,dem
Fracture,46,154,,,,,dem
Fracture,89,88,,,,,dem
Fracture,49,49,,,,,dem
Fracture,28,91,,,,,dem
Fracture,26,50,,,,,dem
Fracture,43,101,,,,,dem
Fracture,45,41,,,,,dem
Fracture,23,72,,,,,dem
Fracture,10,98,,,,,dem
Fracture,42,49,,,,,dem
Fracture,46,64,,,,,dem
Fracture,35,118,,,,,dem
Fracture,57,115,,,,,dem
Fracture,67,84,,,,,dem
Fracture,32,40,,,,,dem
Fracture,75,38,,,,,dem
Fracture,28,35,,,,,dem
Fracture,87,98,,,,,dem
Fracture,35,43,,,,,dem
Fracture,67,93,,,,,dem
Fracture,15,79,,,,,dem
Fracture,78,89,,,,,dem
Fracture,35,13,,,,,dem
Fracture,23,158,,,,,dem
Fracture,69,58,,,,,dem
Fracture,27,51,,,,,dem
Fracture,125,94,,,,,dem
Fracture,17,53,,,,,dem
Fracture,73,88,,,,,dem
Fracture,156,62,,,,,dem
Fracture,46,90,,,,,dem
Fracture,44,89,,,,,dem
Fracture,59,89,,,,,dem
Fracture,35,83,,,,,dem
Fracture,46,115,,,,,dem
Fracture,12,43,,,,,dem
Fracture,54,77,,,,,dem
Fracture,71,79,,,,,dem
Fracture,67,91,,,,,dem
Fracture,133,79,,,,,dem
Fracture,274,89,,,,,dem
Fracture,62,93,,,,,dem
Fracture,79,171,,,,,dem
Fracture,24,93,,,,,dem
Fracture,37,80,,,,,dem
Fracture,265,170,,,,,dem
Fracture,141,95,,,,,dem
Fracture,68,87,,,,,dem
Fracture,26,179,,,,,dem
Fracture,52,177,,,,,dem
Fracture,40,178,,,,,dem
Fracture,37,59,,,,,dem
Fracture,35,170,,,,,dem
Fracture,21,52,,,,,dem
Fracture,92,146,,,,,dem
Fracture,66,67,,,,,dem
Fracture,150,57,,,,,dem
Fracture,88,15,,,,,dem
Fracture,139,58,,,,,dem
Fracture,185,89,,,,,dem
Fracture,49,67,,,,,dem
Fracture,62,87,,,,,dem
Fracture,49,57,,,,,dem
Fracture,34,32,,,,,dem
Fracture,91,166,,,,,dem
Fracture,20,60,,,,,dem
Fracture,26,58,,,,,dem
Fracture,40,173,,,,,dem
Fracture,40,50,,,,,dem
Fracture,93,173,,,,,dem
Fracture,139,54,,,,,dem
Fracture,19,134,,,,,dem
Fracture,54,59,,,,,dem
Fracture,72,1,,,,,dem
Fracture,101,61,,,,,dem
Fracture,176,92,,,,,dem
Fracture,141,62,,,,,dem
Fracture,72,66,,,,,dem
Fracture,30,70,,,,,dem
Fracture,38,47,,,,,dem
Fracture,70,82,,,,,dem
Fracture,49,172,,,,,dem
Fracture,59,1,,,,,dem
Fracture,43,67,,,,,dem
Fracture,8,153,,,,,dem
Fracture,43,111,,,,,dem
Fracture,11,162,,,,,dem
Fracture,48,122,,,,,dem
Fracture,9,165,,,,,dem
Fracture,26,163,,,,,dem
Fracture,64,152,,,,,dem
Fracture,69,24,,,,,dem
Fracture,6,173,,,,,dem
Fracture,39,63,,,,,dem
Fracture,6,170,,,,,dem
Fracture,26,146,,,,,dem
Fracture,81,154,,,,,dem
Fracture,48,64,,,,,dem
Fracture,43,49,,,,,dem
Fracture,37,58,,,,,dem
Fracture,52,56,,,,,dem
Fracture,57,139,,,,,dem
Fracture,75,56,,,,,dem
Fracture,84,60,,,,,dem
Fracture,110,91,,,,,dem
Fracture,24,27,,,,,dem
Fracture,23,91,,,,,dem
Fracture,69,22,,,,,dem
Fracture,42,98,,,,,dem
Fracture,38,98,,,,,dem
Fracture,78,112,,,,,dem
Fracture,43,84,,,,,dem
Fracture,24,71,,,,,dem
Fracture,117,67,,,,,dem
Fracture,117,61,,,,,dem
Fracture,23,47,,,,,dem
Fracture,33,128,,,,,dem
Fracture,55,55,,,,,dem
Fracture,77,72,,,,,dem
Fracture,63,67,,,,,dem
Fracture,39,23,,,,,dem
Fracture,18,139,,,,,dem
Fracture,66,42,,,,,dem
Fracture,86,41,,,,,dem
Fracture,49,61,,,,,dem
Fracture,61,99,,,,,dem
Fracture,111,53,,,,,dem
Fracture,11,64,,,,,dem
Fracture,91,92,,,,,dem
Fracture,53,96,,,,,dem
Fracture,26,135,,,,,dem
Fracture,33,65,,,,,dem
Fracture,138,84,,,,,dem
Fracture,83,72,,,,,dem
Fracture,109,84,,,,,dem
Fracture,37,85,,,,,dem
Fracture,35,67,,,,,dem
Fracture,55,93,,,,,dem
Fracture,40,77,,,,,dem
Fracture,57,114,,,,,dem
Fracture,50,82,,,,,dem
Fracture,97,47,,,,,dem
Fracture,35,104,,,,,dem
Fracture,69,50,,,,,dem
Fracture,17,113,,,,,dem
Fracture,50,73,,,,,dem
Fracture,23,47,,,,,dem
Fracture,62,96,,,,,dem
Fracture,31,64,,,,,dem
Fracture,41,156,,,,,dem
Fracture,47,66,,,,,dem
Fracture,82,120,,,,,dem
Fracture,53,68,,,,,dem
Fracture,84,50,,,,,dem
Fracture,7,56,,,,,dem
Fracture,76,114,,,,,dem
Fracture,63,122,,,,,dem
Fracture,118,122,,,,,dem
Fracture,201,114,,,,,dem
Fracture,14,137,,,,,dem
Fracture,271,82,,,,,dem
Fracture,137,94,,,,,dem
Fracture,21,122,,,,,dem
Fracture,55,70,,,,,dem
Fracture,287,89,,,,,dem
Fracture,123,73,,,,,dem
Fracture,30,81,,,,,dem
Fracture,45,49,,,,,dem
Fracture,55,68,,,,,dem
Fracture,24,32,,,,,dem
Fracture,35,156,,,,,dem
Fracture,73,117,,,,,dem
Fracture,29,140,,,,,dem
Fracture,79,123,,,,,dem
Fracture,23,95,,,,,dem
Fracture,9,159,,,,,dem
Fracture,74,72,,,,,dem
Fracture,39,88,,,,,dem
Fracture,28,115,,,,,dem
Fracture,17,130,,,,,dem
Fracture,22,102,,,,,dem
Fracture,27,86,,,,,dem
Fracture,56,128,,,,,dem
Fracture,17,86,,,,,dem
Fracture,92,107,,,,,dem
Fracture,34,116,,,,,dem
Fracture,14,90,,,,,dem
Fracture,19,63,,,,,dem
Fracture,26,66,,,,,dem
Fracture,34,74,,,,,dem
Fracture,10,40,,,,,dem
Fracture,44,99,,,,,dem
Fracture,129,126,,,,,dem
Fracture,44,128,,,,,dem
Fracture,133,124,,,,,dem
Fracture,225,87,,,,,dem
Fracture,145,137,,,,,dem
Fracture,30,82,,,,,dem
Fracture,17,93,,,,,dem
Fracture,31,114,,,,,dem
Fracture,19,91,,,,,dem
Fracture,36,115,,,,,dem
Fracture,10,125,,,,,dem
Fracture,46,144,,,,,dem
Fracture,15,54,,,,,dem
Fracture,58,129,,,,,dem
Fracture,25,171,,,,,dem
Fracture,90,89,,,,,dem
Fracture,17,29,,,,,dem
Fracture,14,163,,,,,dem
Fracture,159,154,,,,,dem
Fracture,32,123,,,,,dem
Fracture,47,118,,,,,dem
Fracture,85,96,,,,,dem
Fracture,24,111,,,,,dem
Fracture,46,107,,,,,dem
Fracture,33,84,,,,,dem
Fracture,20,35,,,,,dem
Fracture,21,121,,,,,dem
Fracture,33,122,,,,,dem
Fracture,28,139,,,,,dem
Fracture,22,89,,,,,dem
Fracture,26,89,,,,,dem
Fracture,82,148,,,,,dem
Fracture,53,97,,,,,dem
Fracture,32,88,,,,,dem
Fracture,73,90,,,,,dem
Fracture,52,97,,,,,dem
Fracture,28,27,,,,,dem
Fracture,119,139,,,,,dem
Fracture,12,137,,,,,dem
Fracture,39,84,,,,,dem
Fracture,30,88,,,,,dem
Fracture,9,48,,,,,dem
Fracture,209,12,,,,,dem
Fracture,46,178,,,,,dem
Fracture,40,88,,,,,dem
Fracture,48,138,,,,,dem
Fracture,16,135,,,,,dem
Fracture,13,137,,,,,dem
Fracture,0,0,,,,,dem
Fracture,84,159,,,,,dem
Fracture,35,79,,,,,dem
Fracture,75,83,,,,,dem
Fracture,24,32,,,,,dem
Fracture,23,175,,,,,dem
Fracture,28,143,,,,,dem
Fracture,30,157,,,,,dem
Fracture,59,50,,,,,dem
Fracture,17,151,,,,,dem
Fracture,22,83,,,,,dem
Fracture,101,70,,,,,dem
Fracture,22,123,,,,,dem
Fracture,53,155,,,,,dem
Fracture,29,122,,,,,dem
Fracture,75,134,,,,,dem
Fracture,24,90,,,,,dem
Fracture,14,119,,,,,dem
Fracture,29,121,,,,,dem
Fracture,18,161,,,,,dem
Fracture,15,13,,,,,dem
Fracture,40,92,,,,,dem
Fracture,24,99,,,,,dem
Fracture,24,81,,,,,dem
Fracture,25,81,,,,,dem
Fracture,17,119,,,,,dem
Fracture,32,158,,,,,dem
Fracture,20,13,,,,,dem
Fracture,85,179,,,,,dem
Fracture,29,117,,,,,dem
Fracture,45,172,,,,,dem
Fracture,17,91,,,,,dem
Fracture,18,146,,,,,dem
Fracture,28,111,,,,,dem
Fracture,57,111,,,,,dem
Fracture,43,111,,,,,dem
Fracture,56,128,,,,,dem
Fracture,30,101,,,,,dem
Fracture,20,134,,,,,dem
Fracture,39,78,,,,,dem
Fracture,50,127,,,,,dem
Fracture,66,106,,,,,dem
Fracture,50,64,,,,,dem
Fracture,41,120,,,,,dem
Fracture,31,103,,,,,dem
Fracture,54,90,,,,,dem
Fracture,86,104,,,,,dem
Fracture,48,114,,,,,dem
Fracture,42,59,,,,,dem
Fracture,39,99,,,,,dem
Fracture,42,106,,,,,dem
Fracture,128,71,,,,,dem
Fracture,58,109,,,,,dem
Fracture,14,41,,,,,dem
Fracture,11,170,,,,,dem
Fracture,77,92,,,,,dem
Fracture,13,57,,,,,dem
Fracture,73,65,,,,,dem
Fracture,71,55,,,,,dem
Fracture,53,45,,,,,dem
Fracture,42,140,,,,,dem
Fracture,91,98,,,,,dem
Fracture,39,171,,,,,dem
Fracture,34,90,,,,,dem
Fracture,30,76,,,,,dem
Fracture,45,87,,,,,dem
Fracture,48,124,,,,,dem
Fracture,33,110,,,,,dem
Fracture,50,144,,,,,dem
Fracture,56,92,,,,,dem
Fracture,38,97,,,,,dem
Fracture,44,92,,,,,dem
Fracture,18,167,,,,,dem
Fracture,43,113,,,,,dem
Fracture,14,169,,,,,dem
Fracture,47,83,,,,,dem
Fracture,74,99,,,,,dem
Fracture,78,57,,,,,dem
Fracture,35,94,,,,,dem
Fracture,25,153,,,,,dem
Fracture,53,69,,,,,dem
Fracture,55,172,,,,,dem
Fracture,41,88,,,,,dem
Fracture,75,108,,,,,dem
Fracture,54,167,,,,,dem
Fracture,41,176,,,,,dem
Fracture,26,33,,,,,dem
Fracture,29,100,,,,,dem
Fracture,158,99,,,,,dem
Fracture,19,96,,,,,dem
Fracture,24,103,,,,,dem
Fracture,7,158,,,,,dem
Fracture,63,21,,,,,dem
Fracture,157,26,,,,,dem
Fracture,92,102,,,,,dem
Fracture,170,25,,,,,dem
Fracture,17,92,,,,,dem
Fracture,61,57,,,,,dem
Fracture,52,68,,,,,dem
Fracture,31,2,,,,,dem
Fracture,51,14,,,,,dem
Fracture,49,39,,,,,dem
Fracture,18,68,,,,,dem
Fracture,53,33,,,,,dem
Fracture,26,71,,,,,dem
Fracture,73,59,,,,,dem
Fracture,99,41,,,,,dem
Fracture,164,75,,,,,dem
Fracture,24,93,,,,,dem
Fracture,37,156,,,,,dem
Fracture,17,16,,,,,dem
Fracture,21,17,,,,,dem
Fracture,30,43,,,,,dem
Fracture,33,48,,,,,dem
Fracture,43,87,,,,,dem
Fracture,174,19,,,,,dem
Fracture,99,84,,,,,dem
Fracture,30,96,,,,,dem
Fracture,110,82,,,,,dem
Fracture,32,94,,,,,dem
Fracture,35,163,,,,,dem
Fracture,186,173,,,,,dem
Fracture,73,171,,,,,dem
Fracture,139,61,,,,,dem
Fracture,66,100,,,,,dem
Fracture,60,94,,,,,dem
Fracture,89,96,,,,,dem
Fracture,21,121,,,,,dem
Fracture,45,18,,,,,dem
Fracture,27,176,,,,,dem
Fracture,46,107,,,,,dem
Fracture,45,98,,,,,dem
Fracture,46,173,,,,,dem
Fracture,52,78,,,,,dem
Fracture,58,9,,,,,dem
Fracture,40,176,,,,,dem
Fracture,27,161,,,,,dem
Fracture,46,135,,,,,dem
Fracture,19,94,,,,,dem
Fracture,28,175,,,,,dem
Fracture,59,105,,,,,dem
Fracture,50,77,,,,,dem
Fracture,65,162,,,,,dem
Fracture,36,79,,,,,dem
Fracture,56,79,,,,,dem
Fracture,29,35,,,,,dem
Fracture,112,41,,,,,dem
Fracture,14,62,,,,,dem
Fracture,61,75,,,,,dem
Fracture,34,63,,,,,dem
Fracture,91,54,,,,,dem
Fracture,34,90,,,,,dem
Fracture,24,57,,,,,dem
Fracture,52,93,,,,,dem
Fracture,17,90,,,,,dem
Fracture,31,96,,,,,dem
Fracture,39,31,,,,,dem
Fracture,19,80,,,,,dem
Fracture,15,159,,,,,dem
Fracture,76,88,,,,,dem
Fracture,18,85,,,,,dem
Fracture,33,82,,,,,dem
Fracture,52,36,,,,,dem
Fracture,47,2,,,,,dem
Fracture,70,70,,,,,dem
Fracture,92,90,,,,,dem
Fracture,87,67,,,,,dem
Fracture,21,40,,,,,dem
Fracture,37,97,,,,,dem
Fracture,142,61,,,,,dem
Fracture,47,154,,,,,dem
Fracture,242,121,,,,,dem
Fracture,112,105,,,,,dem
Fracture,14,169,,,,,dem
Fracture,52,9,,,,,dem
Fracture,13,127,,,,,dem
Fracture,86,65,,,,,dem
Fracture,35,48,,,,,dem
Fracture,37,60,,,,,dem
Fracture,120,31,,,,,dem
Fracture,14,31,,,,,dem
Fracture,63,97,,,,,dem
Fracture,40,90,,,,,dem
Fracture,29,104,,,,,dem
Fracture,55,142,,,,,dem
Fracture,123,57,,,,,dem
Fracture,19,35,,,,,dem
Fracture,50,58,,,,,dem
Fracture,13,51,,,,,dem
Fracture,64,171,,,,,dem
Fracture,41,50,,,,,dem
Fracture,39,84,,,,,dem
Fracture,55,105,,,,,dem
Fracture,93,73,,,,,dem
Fracture,12,41,,,,,dem
Fracture,20,23,,,,,dem
Fracture,24,66,,,,,dem
Fracture,8,18,,,,,dem
Fracture,19,63,,,,,dem
Fracture,33,25,,,,,dem
Fracture,26,68,,,,,dem
Fracture,39,83,,,,,dem
Fracture,19,31,,,,,dem
Fracture,35,152,,,,,dem
Fracture,16,156,,,,,dem
Fracture,54,89,,,,,dem
Fracture,40,168,,,,,dem
Fracture,58,88,,,,,dem
Fracture,37,161,,,,,dem
Fracture,24,161,,,,,dem
Fracture,61,171,,,,,dem
Fracture,24,158,,,,,dem
Fracture,15,72,,,,,dem
Fracture,35,141,,,,,dem
Fracture,26,122,,,,,dem
Fracture,75,139,,,,,dem
Fracture,28,54,,,,,dem
Fracture,9,78,,,,,dem
Fracture,37,134,,,,,dem
Fracture,18,117,,,,,dem
Fracture,68,86,,,,,dem
Fracture,50,61,,,,,dem
Fracture,26,126,,,,,dem
Fracture,10,85,,,,,dem
Fracture,39,2,,,,,dem
Fracture,29,173,,,,,dem
Fracture,52,92,,,,,dem
Fracture,41,6,,,,,dem
Fracture,42,170,,,,,dem
Fracture,114,84,,,,,dem
Fracture,21,141,,,,,dem
Fracture,88,33,,,,,dem
Fracture,37,117,,,,,dem
Fracture,49,159,,,,,dem
Fracture,33,102,,,,,dem
Fracture,99,102,,,,,dem
Fracture,35,147,,,,,dem
Fracture,21,141,,,,,dem
Fracture,41,173,,,,,dem
Fracture,69,177,,,,,dem
Fracture,7,71,,,,,dem
Fracture,9,21,,,,,dem
Fracture,30,58,,,,,dem
Fracture,47,23,,,,,dem
Fracture,85,78,,,,,dem
Fracture,20,94,,,,,dem
Fracture,36,62,,,,,dem
Fracture,52,38,,,,,dem
Fracture,19,151,,,,,dem
Fracture,26,75,,,,,dem
Fracture,41,111,,,,,dem
Fracture,44,153,,,,,dem
Fracture,19,87,,,,,dem
Fracture,159,92,,,,,dem
Fracture,49,46,,,,,dem
Fracture,191,63,,,,,dem
Fracture,102,51,,,,,dem
Fracture,66,78,,,,,dem
Fracture,74,96,,,,,dem
Fracture,50,67,,,,,dem
Fracture,49,45,,,,,dem
Fracture,34,85,,,,,dem
Fracture,103,84,,,,,dem
Fracture,63,49,,,,,dem
Fracture,34,176,,,,,dem
Fracture,43,18,,,,,dem
Fracture,91,50,,,,,dem
Fracture,67,58,,,,,dem
Fracture,81,64,,,,,dem
Fracture,69,48,,,,,dem
Fracture,66,127,,,,,dem
Fracture,32,58,,,,,dem
Fracture,24,11,,,,,dem
Fracture,64,48,,,,,dem
Fracture,44,69,,,,,dem
Fracture,61,54,,,,,dem
Fracture,76,153,,,,,dem
Fracture,16,9,,,,,dem
Fracture,121,66,,,,,dem
Fracture,72,58,,,,,dem
Fracture,41,153,,,,,dem
Fracture,285,67,,,,,dem
Fracture,51,47,,,,,dem
Fracture,69,36,,,,,dem
Fracture,113,48,,,,,dem
Fracture,44,18,,,,,dem
Fracture,131,74,,,,,dem
Fracture,102,15,,,,,dem
Fracture,53,93,,,,,dem
Fracture,69,56,,,,,dem
Fracture,63,51,,,,,dem
Fracture,32,41,,,,,dem
Fracture,69,62,,,,,dem
Fracture,67,87,,,,,dem
Fracture,50,64,,,,,dem
Fracture,51,135,,,,,dem
Fracture,56,50,,,,,dem
Fracture,27,61,,,,,dem
Fracture,41,75,,,,,dem
Fracture,103,48,,,,,dem
Fracture,65,85,,,,,dem
Fracture,66,54,,,,,dem
Fracture,26,26,,,,,dem
Fracture,47,85,,,,,dem
Fracture,23,114,,,,,dem
Fracture,28,90,,,,,dem
Fracture,58,71,,,,,dem
Fracture,38,108,,,,,dem
Fracture,66,81,,,,,dem
Fracture,46,61,,,,,dem
Fracture,44,81,,,,,dem
Fracture,99,70,,,,,dem
Fracture,26,72,,,,,dem
Fracture,51,66,,,,,dem
Fracture,129,65,,,,,dem
Fracture,29,175,,,,,dem
Fracture,157,72,,,,,dem
Fracture,81,58,,,,,dem
Fracture,87,80,,,,,dem
Fracture,260,70,,,,,dem
Fracture,31,129,,,,,dem
Fracture,17,45,,,,,dem
Fracture,181,123,,,,,dem
Fracture,75,92,,,,,dem
Fracture,50,91,,,,,dem
Fracture,39,80,,,,,dem
Fracture,30,160,,,,,dem
Fracture,184,88,,,,,dem
Fracture,34,119,,,,,dem
Fracture,94,50,,,,,dem
Fracture,102,119,,,,,dem
Fracture,44,179,,,,,dem
Fracture,195,117,,,,,dem
Fracture,30,118,,,,,dem
Fracture,28,89,,,,,dem
Fracture,58,95,,,,,dem
Fracture,31,52,,,,,dem
Fracture,86,58,,,,,dem
Fracture,50,79,,,,,dem
Fracture,32,121,,,,,dem
Fracture,44,60,,,,,dem
Fracture,63,57,,,,,dem
Fracture,12,65,,,,,dem
Fracture,55,121,,,,,dem
Fracture,56,68,,,,,dem
Fracture,63,101,,,,,dem
Fracture,103,109,,,,,dem
Fracture,79,60,,,,,dem
Fracture,11,36,,,,,dem
Fracture,72,79,,,,,dem
Fracture,35,78,,,,,dem
Fracture,98,88,,,,,dem
Fracture,53,128,,,,,dem
Fracture,129,106,,,,,dem
Fracture,91,68,,,,,dem
Fracture,56,60,,,,,dem
Fracture,59,61,,,,,dem
Fracture,35,48,,,,,dem
Fracture,23,25,,,,,dem
Fracture,15,159,,,,,dem
Fracture,241,77,,,,,dem
Fracture,228,79,,,,,dem
Fracture,88,136,,,,,dem
Fracture,23,148,,,,,dem
Fracture,16,178,,,,,dem
Fracture,79,143,,,,,dem
Fracture,25,151,,,,,dem
Fracture,149,60,,,,,dem
Fracture,88,58,,,,,dem
Fracture,96,61,,,,,dem
Fracture,224,67,,,,,dem
Fracture,58,72,,,,,dem
Fracture,113,41,,,,,dem
Fracture,22,39,,,,,dem
Fracture,184,60,,,,,dem
Fracture,70,26,,,,,dem
Fracture,44,40,,,,,dem
Fracture,40,37,,,,,dem
Fracture,146,104,,,,,dem
Fracture,17,74,,,,,dem
Fracture,57,40,,,,,dem
Fracture,78,74,,,,,dem
Fracture,56,67,,,,,dem
Fracture,93,53,,,,,dem
Fracture,32,73,,,,,dem
Fracture,79,86,,,,,dem
Fracture,27,76,,,,,dem
Fracture,34,101,,,,,dem
Fracture,45,48,,,,,dem
Fracture,52,177,,,,,dem
Fracture,50,13,,,,,dem
Fracture,101,44,,,,,dem
Fracture,89,68,,,,,dem
Fracture,72,55,,,,,dem
Fracture,98,52,,,,,dem
Fracture,27,92,,,,,dem
Fracture,46,72,,,,,dem
Fracture,56,127,,,,,dem
Fracture,29,101,,,,,dem
Fracture,19,117,,,,,dem
Fracture,53,98,,,,,dem
Fracture,34,79,,,,,dem
Fracture,51,69,,,,,dem
Fracture,47,70,,,,,dem
Fracture,10,157,,,,,dem
Fracture,134,93,,,,,dem
Fracture,78,101,,,,,dem
Fracture,38,65,,,,,dem
Fracture,33,110,,,,,dem
Fracture,86,167,,,,,dem
Fracture,21,148,,,,,dem
Fracture,51,115,,,,,dem
Fracture,59,179,,,,,dem
Fracture,75,174,,,,,dem
Fracture,144,116,,,,,dem
Fracture,43,153,,,,,dem
Fracture,47,57,,,,,dem
Fracture,40,32,,,,,dem
Fracture,29,82,,,,,dem
Fracture,54,77,,,,,dem
Fracture,35,89,,,,,dem
